"y2_statefips","y2_countyfips","y1_statefips","y1_countyfips","y1_state","y1_countyname","n1","n2","agi"
51,125,96,0,"VA","Nelson County Total Migration-US and Foreign",443,817,31269
51,125,51,125,"VA","Nelson County Non-migrants",5858,11724,396681
51,127,96,0,"VA","New Kent County Total Migration-US and Foreign",1035,2064,100182
51,127,51,127,"VA","New Kent County Non-migrants",8321,17937,863822
51,131,96,0,"VA","Northampton County Total Migration-US and Foreign",284,542,21501
51,131,51,131,"VA","Northampton County Non-migrants",4623,9282,277456
51,133,96,0,"VA","Northumberland County Total Migration-US and Foreign",334,606,24293
51,133,51,133,"VA","Northumberland County Non-migrants",4759,9351,326304
51,135,96,0,"VA","Nottoway County Total Migration-US and Foreign",269,585,10628
51,135,51,135,"VA","Nottoway County Non-migrants",4757,10119,235681
51,137,96,0,"VA","Orange County Total Migration-US and Foreign",1486,2908,95110
51,137,51,137,"VA","Orange County Non-migrants",13179,27311,919390
51,139,96,0,"VA","Page County Total Migration-US and Foreign",418,815,18408
51,139,51,139,"VA","Page County Non-migrants",8745,18000,442823
51,141,96,0,"VA","Patrick County Total Migration-US and Foreign",307,607,11191
51,141,51,141,"VA","Patrick County Non-migrants",5926,12437,283562
51,143,96,0,"VA","Pittsylvania County Total Migration-US and Foreign",1244,2451,48106
51,143,51,143,"VA","Pittsylvania County Non-migrants",21590,45745,1141054
51,145,96,0,"VA","Powhatan County Total Migration-US and Foreign",907,1874,71800
51,145,51,145,"VA","Powhatan County Non-migrants",10628,23615,1002140
51,147,96,0,"VA","Prince Edward County Total Migration-US and Foreign",516,988,21220
51,147,51,147,"VA","Prince Edward County Non-migrants",5988,12057,311053
51,149,96,0,"VA","Prince George County Total Migration-US and Foreign",1891,4641,90159
51,149,51,149,"VA","Prince George County Non-migrants",11142,24628,771324
51,153,96,0,"VA","Prince William County Total Migration-US and Foreign",17690,35980,1096015
51,153,51,153,"VA","Prince William County Non-migrants",161889,373366,14842907
51,155,96,0,"VA","Pulaski County Total Migration-US and Foreign",725,1323,39970
51,155,51,155,"VA","Pulaski County Non-migrants",11647,23398,626443
51,157,96,0,"VA","Rappahannock County Total Migration-US and Foreign",200,384,17236
51,157,51,157,"VA","Rappahannock County Non-migrants",2818,5561,245346
51,159,96,0,"VA","Richmond County Total Migration-US and Foreign",262,532,12344
51,159,51,159,"VA","Richmond County Non-migrants",2776,5702,154696
51,161,96,0,"VA","Roanoke County Total Migration-US and Foreign",3462,6554,191542
51,161,51,161,"VA","Roanoke County Non-migrants",35790,75595,2867149
51,163,96,0,"VA","Rockbridge County Total Migration-US and Foreign",656,1246,35611
51,163,51,163,"VA","Rockbridge County Non-migrants",8019,16437,499380
51,165,96,0,"VA","Rockingham County Total Migration-US and Foreign",2111,4111,118957
51,165,51,165,"VA","Rockingham County Non-migrants",30142,65407,2001091
51,167,96,0,"VA","Russell County Total Migration-US and Foreign",372,821,15662
51,167,51,167,"VA","Russell County Non-migrants",7891,17283,389487
51,169,96,0,"VA","Scott County Total Migration-US and Foreign",297,608,10604
51,169,51,169,"VA","Scott County Non-migrants",6623,14213,316610
51,171,96,0,"VA","Shenandoah County Total Migration-US and Foreign",1189,2171,61418
51,171,51,171,"VA","Shenandoah County Non-migrants",16565,33913,998054
51,173,96,0,"VA","Smyth County Total Migration-US and Foreign",407,822,13958
51,173,51,173,"VA","Smyth County Non-migrants",9994,20900,467180
51,175,96,0,"VA","Southampton County Total Migration-US and Foreign",440,911,18168
51,175,51,175,"VA","Southampton County Non-migrants",5931,12400,345499
51,177,96,0,"VA","Spotsylvania County Total Migration-US and Foreign",5121,10313,297961
51,177,51,177,"VA","Spotsylvania County Non-migrants",46529,104507,3799358
51,179,96,0,"VA","Stafford County Total Migration-US and Foreign",6629,15017,423111
51,179,51,179,"VA","Stafford County Non-migrants",48130,114750,4615515
51,181,96,0,"VA","Surry County Total Migration-US and Foreign",184,364,8871
51,181,51,181,"VA","Surry County Non-migrants",2431,4815,135673
51,183,96,0,"VA","Sussex County Total Migration-US and Foreign",266,544,9846
51,183,51,183,"VA","Sussex County Non-migrants",3272,6425,156381
51,185,96,0,"VA","Tazewell County Total Migration-US and Foreign",510,1035,22646
51,185,51,185,"VA","Tazewell County Non-migrants",12445,27244,681909
51,187,96,0,"VA","Warren County Total Migration-US and Foreign",1366,2495,83004
51,187,51,187,"VA","Warren County Non-migrants",14631,30588,983113
51,191,96,0,"VA","Washington County Total Migration-US and Foreign",1185,2274,55991
51,191,51,191,"VA","Washington County Non-migrants",17959,37811,1134696
51,193,96,0,"VA","Westmoreland County Total Migration-US and Foreign",684,1346,47327
51,193,51,193,"VA","Westmoreland County Non-migrants",6622,13477,385728
51,195,96,0,"VA","Wise County Total Migration-US and Foreign",539,1094,18645
51,195,51,195,"VA","Wise County Non-migrants",10571,23463,507520
51,197,96,0,"VA","Wythe County Total Migration-US and Foreign",538,1019,21612
51,197,51,197,"VA","Wythe County Non-migrants",10025,20816,507776
51,199,96,0,"VA","York County Total Migration-US and Foreign",3306,7732,206532
51,199,51,199,"VA","York County Non-migrants",23166,52748,2135691
51,510,96,0,"VA","Alexandria city Total Migration-US and Foreign",12559,18773,1005155
51,510,51,510,"VA","Alexandria city Non-migrants",60660,106481,7689511
51,520,96,0,"VA","Bristol city Total Migration-US and Foreign",568,1126,19920
51,520,51,520,"VA","Bristol city Non-migrants",5291,10657,271016
51,530,96,0,"VA","Buena Vista city Total Migration-US and Foreign",193,368,6545
51,530,51,530,"VA","Buena Vista city Non-migrants",2029,4198,88267
51,540,96,0,"VA","Charlottesville city Total Migration-US and Foreign",2386,3687,171599
51,540,51,540,"VA","Charlottesville city Non-migrants",14281,26183,1867477
51,550,96,0,"VA","Chesapeake city Total Migration-US and Foreign",10045,20939,539155
51,550,51,550,"VA","Chesapeake city Non-migrants",82312,182094,6168394
51,570,96,0,"VA","Colonial Heights city Total Migration-US and Foreign",896,1746,33908
51,570,51,570,"VA","Colonial Heights city Non-migrants",6530,12816,375195
51,580,96,0,"VA","Covington city Total Migration-US and Foreign",190,362,5693
51,580,51,580,"VA","Covington city Non-migrants",2142,4224,94933
51,590,96,0,"VA","Danville city Total Migration-US and Foreign",1035,2014,36158
51,590,51,590,"VA","Danville city Non-migrants",14117,27586,642207
51,595,96,0,"VA","Emporia city Total Migration-US and Foreign",212,426,6605
51,595,51,595,"VA","Emporia city Non-migrants",1779,3714,74411
51,600,96,0,"VA","Fairfax city Total Migration-US and Foreign",1464,2511,130279
51,600,51,600,"VA","Fairfax city Non-migrants",8819,18223,993199
51,610,96,0,"VA","Falls Church city Total Migration-US and Foreign",994,1768,102976
51,610,51,610,"VA","Falls Church city Non-migrants",4698,10253,907327
51,620,96,0,"VA","Franklin city Total Migration-US and Foreign",284,603,11664
51,620,51,620,"VA","Franklin city Non-migrants",2799,5633,143192
51,630,96,0,"VA","Fredericksburg city Total Migration-US and Foreign",1990,3514,111778
51,630,51,630,"VA","Fredericksburg city Non-migrants",8447,16500,672535
51,640,96,0,"VA","Galax city Total Migration-US and Foreign",269,522,9965
51,640,51,640,"VA","Galax city Non-migrants",2131,4482,98344
51,650,96,0,"VA","Hampton city Total Migration-US and Foreign",6570,11953,251040
51,650,51,650,"VA","Hampton city Non-migrants",46083,89500,2546895
51,660,96,0,"VA","Harrisonburg city Total Migration-US and Foreign",1429,2473,59486
51,660,51,660,"VA","Harrisonburg city Non-migrants",12746,26468,702314
51,670,96,0,"VA","Hopewell city Total Migration-US and Foreign",1039,2041,34871
51,670,51,670,"VA","Hopewell city Non-migrants",7630,15137,329002
51,678,96,0,"VA","Lexington city Total Migration-US and Foreign",245,452,15625
51,678,51,678,"VA","Lexington city Non-migrants",1694,3296,137666
51,680,96,0,"VA","Lynchburg city Total Migration-US and Foreign",2614,4638,120456
51,680,51,680,"VA","Lynchburg city Non-migrants",23515,46476,1431503
51,683,96,0,"VA","Manassas city Total Migration-US and Foreign",2244,4274,109013
51,683,51,683,"VA","Manassas city Non-migrants",14594,31718,1025461
51,685,96,0,"VA","Manassas Park city Total Migration-US and Foreign",1176,2247,59225
51,685,51,685,"VA","Manassas Park city Non-migrants",5686,12694,372037
51,690,96,0,"VA","Martinsville city Total Migration-US and Foreign",468,1010,14678
51,690,51,690,"VA","Martinsville city Non-migrants",4393,8634,217478
51,700,96,0,"VA","Newport News city Total Migration-US and Foreign",8082,15351,311907
51,700,51,700,"VA","Newport News city Non-migrants",60749,121138,3408966
51,710,96,0,"VA","Norfolk city Total Migration-US and Foreign",11664,19930,478428
51,710,51,710,"VA","Norfolk city Non-migrants",71113,138545,4267877
51,720,96,0,"VA","Norton city Total Migration-US and Foreign",127,288,4410
51,720,51,720,"VA","Norton city Non-migrants",1245,2553,59432
51,730,96,0,"VA","Petersburg city Total Migration-US and Foreign",1876,3476,61187
51,730,51,730,"VA","Petersburg city Non-migrants",10523,19209,398605
51,735,96,0,"VA","Poquoson city Total Migration-US and Foreign",416,866,24579
51,735,51,735,"VA","Poquoson city Non-migrants",4482,10021,446152
51,740,96,0,"VA","Portsmouth city Total Migration-US and Foreign",4273,7949,161256
51,740,51,740,"VA","Portsmouth city Non-migrants",31953,62938,1542618
51,750,96,0,"VA","Radford city Total Migration-US and Foreign",588,973,20941
51,750,51,750,"VA","Radford city Non-migrants",3604,7024,223330
51,760,96,0,"VA","Richmond city Total Migration-US and Foreign",11268,17031,585694
51,760,51,760,"VA","Richmond city Non-migrants",71828,126344,5732318
51,770,96,0,"VA","Roanoke city Total Migration-US and Foreign",3682,6204,151711
51,770,51,770,"VA","Roanoke city Non-migrants",34656,65781,1891659
51,775,96,0,"VA","Salem city Total Migration-US and Foreign",1043,1954,49355
51,775,51,775,"VA","Salem city Non-migrants",8831,17848,614831
51,790,96,0,"VA","Staunton city Total Migration-US and Foreign",1199,2063,51788
51,790,51,790,"VA","Staunton city Non-migrants",9025,17014,529374
51,800,96,0,"VA","Suffolk city Total Migration-US and Foreign",3680,7570,207618
51,800,51,800,"VA","Suffolk city Non-migrants",30488,66988,2298057
51,810,96,0,"VA","Virginia Beach city Total Migration-US and Foreign",17619,32913,897185
51,810,51,810,"VA","Virginia Beach city Non-migrants",163989,337168,13422758
51,820,96,0,"VA","Waynesboro city Total Migration-US and Foreign",981,1799,41979
51,820,51,820,"VA","Waynesboro city Non-migrants",8075,16013,439402
51,830,96,0,"VA","Williamsburg city Total Migration-US and Foreign",942,1664,60307
51,830,51,830,"VA","Williamsburg city Non-migrants",3628,6588,296432
51,840,96,0,"VA","Winchester city Total Migration-US and Foreign",1426,2480,72313
51,840,51,840,"VA","Winchester city Non-migrants",9506,18824,695820
